5,1,0.5,2018-05-06
5,1,0.5,2018-05-06
2,3,0.5,2018-05-06
4,1,0.5,2018-05-06
1,3,0.5,2018-05-06
4,0,0.5,2018-05-06
0,4,0.5,2018-05-06
0,2,0.5,2018-05-06
1,0,0.5,2018-05-06
90,91,1,2018-05-13
80,87,1,2018-05-13
61,95,1,2018-05-13
69,80,0.5,2018-05-13
78,66,1,2018-05-13
45,95,0.5,2018-05-13
80,58,1,2018-05-13
59,78,1,2018-05-13
58,78,1,2018-05-13
91,45,0.5,2018-05-13
44,90,1,2018-05-13
44,80,1,2018-05-13
33,90,1,2018-05-13
33,87,1,2018-05-13
44,69,1,2018-05-13
61,49,1,2018-05-13
49,59,1,2018-05-13
44,61,1,2018-05-13
69,33,1,2018-05-13
69,25,0.5,2018-05-13
33,59,1,2018-05-13
31,61,1,2018-05-13
20,66,1,2018-05-13
20,58,1,2018-05-13
44,31,1,2018-05-13
25,49,1,2018-05-13
20,44,0.5,2018-05-13
20,44,1,2018-05-13
31,25,1,2018-05-13
6,33,1,2018-05-13
6,31,1,2018-05-13
6,20,0.5,2018-05-13
6,20,1,2018-05-13
49,69,1,2018-05-20
24,92,1,2018-05-20
9,92,1,2018-05-20
12,84,0.5,2018-05-20
8,84,1,2018-05-20
45,46,0.5,2018-05-20
45,46,1,2018-05-20
38,49,0.5,2018-05-20
17,63,1,2018-05-20
12,63,0.5,2018-05-20
49,20,0.5,2018-05-20
38,22,1,2018-05-20
17,39,1,2018-05-20
31,22,0.5,2018-05-20
21,30,1,2018-05-20
13,38,1,2018-05-20
0,49,1,2018-05-20
28,20,1,2018-05-20
1,45,0.5,2018-05-20
1,45,1,2018-05-20
24,21,1,2018-05-20
31,12,1,2018-05-20
11,31,0.5,2018-05-20
11,30,0.5,2018-05-20
15,24,1,2018-05-20
8,31,1,2018-05-20
13,25,1,2018-05-20
12,24,0.5,2018-05-20
11,25,1,2018-05-20
6,28,0.5,2018-05-20
12,16,0.5,2018-05-20
11,17,0.5,2018-05-20
0,28,1,2018-05-20
16,11,1,2018-05-20
5,21,1,2018-05-20
9,15,1,2018-05-20
8,13,0.5,2018-05-20
6,15,0.5,2018-05-20
8,12,0.5,2018-05-20
3,17,1,2018-05-20
